ID,Sem Conta Corrente,Conta corrente (<0),Conta corrente (<200),Conta corrente (>=200),Duração do empréstimo (meses),Histórico (Pendências em outros bancos),Histórico (Sem pendências neste banco),Histórico (Pendências honradas),Histórico (Pendências atrasadas),Histórico (Sem pendências),Propósito (Carro novo),Propósito (Carro usado),Propósito (Móveis),Propósito (Telefone),Propósito (Eletrodomésticos),Propósito (Reparos),Propósito (Educação),Propósito (Férias),Propósito (Retrainamento),Propósito (Empresarial),Propósito (Outros),Limite de crédito,Poupança (<100),Poupança (<500),Poupança (>1000),Poupança (<=1000),Poupança (Desconhecido/Sem fundos),Tempo no emprego (Desempregado),Tempo no emprego (<1ano),Tempo no emprego (<4anos),Tempo no emprego (<7anos),Tempo no emprego (>=7anos),Taxa de Juros,Gênero (M =1/F=0),Estado Civil (Solteiro),Fiadores (Sem Fiador),Fiadores (Co-requerente),Fiadores,Tempo de Residência (Anos),Propriedade (Imobiliária),Propriedade (Seguro de vida),Propriedade (Carro),Propriedade (Desconhecido/Sem propriedade),Idade,Plano de parcelamento (Bancário),Plano de parcelamento (Lojas),Plano de parcelamento (Sem plano),Moradia (Aluguel),Moradia (Própria),Moradia (Gratuita),Cartões de Crédito,Grau de Qualificação (Desempregado),Grau de Qualificação (Temporário),Grau de Qualificação (Efetivado),Grau de Qualificação (Gestor),Número de dependentes,Trabalhador estrangeiro,class
106,0,0,0,1,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6458,1,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,4,0,0,0,1,39,1,0,0,0,1,0,2,0,0,0,1,2,1,0
107,0,1,0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6078,1,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,2,0,0,1,0,32,0,0,1,0,1,0,1,0,0,1,0,1,1,1
108,1,0,0,0,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7721,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,2,0,1,0,0,30,0,0,1,0,1,0,1,0,0,1,0,1,0,1
109,0,1,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1410,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,2,1,0,0,0,35,0,0,1,0,1,0,1,0,0,1,0,1,1,1
110,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1449,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,0,0,1,0,31,1,0,0,0,1,0,2,0,0,1,0,2,1,1
111,0,0,1,0,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,392,1,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,4,0,1,0,0,23,0,0,1,1,0,0,1,0,0,1,0,1,1,1
112,0,1,0,0,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6260,1,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,3,1,0,0,0,28,0,0,1,1,0,0,1,0,1,0,0,1,1,1
113,0,0,0,1,36,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7855,1,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,2,1,0,0,0,25,0,1,0,0,1,0,2,0,0,1,0,1,1,0
114,1,0,0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1680,0,0,1,0,0,0,0,0,0,1,3,1,0,1,0,0,1,1,0,0,0,35,0,0,1,0,1,0,1,0,0,1,0,1,1,1
115,0,0,0,1,48,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3578,0,0,0,0,1,0,0,0,0,1,4,1,1,1,0,0,1,1,0,0,0,47,0,0,1,0,1,0,1,0,0,1,0,1,1,1
116,1,0,0,0,42,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7174,0,0,0,0,1,0,0,0,1,0,4,0,0,1,0,0,3,0,0,1,0,30,0,0,1,0,1,0,1,0,0,0,1,1,1,0
117,1,0,0,0,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2132,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,3,1,0,0,0,27,0,0,1,1,0,0,2,0,0,1,0,1,0,1
118,1,0,0,0,33,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4281,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,4,0,0,1,0,23,0,0,1,0,1,0,2,0,0,1,0,1,1,0
119,0,1,0,0,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2366,0,0,1,0,0,0,0,0,1,0,3,1,0,1,0,0,3,0,0,1,0,36,0,0,1,0,1,0,1,0,0,0,1,1,1,1
120,1,0,0,0,21,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1835,1,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,2,1,0,0,0,25,0,0,1,0,1,0,2,0,0,1,0,1,1,0
121,0,0,0,1,24,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3868,1,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,2,0,0,1,0,41,0,0,1,1,0,0,2,0,0,0,1,1,1,1
122,0,0,0,1,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1768,1,0,0,0,0,0,0,1,0,0,3,1,1,1,0,0,2,1,0,0,0,24,0,0,1,1,0,0,1,0,1,0,0,1,1,1
123,0,0,1,0,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,781,1,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,4,0,0,0,1,63,0,0,1,0,0,1,2,0,0,1,0,1,1,1
124,0,1,0,0,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1924,0,0,0,0,1,0,1,0,0,0,4,0,0,1,0,0,3,1,0,0,0,27,0,0,1,1,0,0,1,0,0,1,0,1,1,0
125,1,0,0,0,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2121,1,0,0,0,0,0,0,1,0,0,4,1,1,1,0,0,2,0,1,0,0,30,0,0,1,0,1,0,2,0,0,1,0,1,1,1
126,1,0,0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,701,1,0,0,0,0,0,0,1,0,0,4,1,0,1,0,0,2,1,0,0,0,40,0,0,1,0,1,0,1,0,1,0,0,1,1,1
127,0,1,0,0,12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,639,1,0,0,0,0,0,0,1,0,0,4,1,1,1,0,0,2,0,0,1,0,30,0,0,1,0,1,0,1,0,0,1,0,1,1,0
128,0,1,0,0,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1860,1,0,0,0,0,1,0,0,0,0,4,1,1,1,0,0,2,0,0,1,0,34,0,0,1,0,1,0,2,0,0,0,1,1,1,1
129,1,0,0,0,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3499,1,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,2,1,0,0,0,29,0,0,1,0,1,0,2,0,0,1,0,1,1,0
130,0,1,0,0,48,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8487,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,2,0,0,1,0,24,0,0,1,0,1,0,1,0,0,1,0,1,1,1
131,1,0,0,0,36,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6887,1,0,0,0,0,0,0,1,0,0,4,1,1,1,0,0,3,0,1,0,0,29,0,1,0,0,1,0,1,0,0,1,0,1,1,0
132,0,0,0,1,15,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2708,1,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,3,0,1,0,0,27,1,0,0,0,1,0,2,0,1,0,0,1,1,1
133,0,0,0,1,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1984,1,0,0,0,0,0,0,1,0,0,4,1,1,1,0,0,4,0,0,0,1,47,1,0,0,0,0,1,2,0,0,1,0,1,1,1
134,0,0,0,1,60,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10144,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,4,1,0,0,0,21,0,0,1,0,1,0,1,0,0,1,0,1,1,1
135,0,0,0,1,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1240,0,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,2,1,0,0,0,38,0,0,1,0,1,0,2,0,0,1,0,1,1,1
136,0,0,0,1,27,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8613,0,0,0,1,0,0,0,1,0,0,2,1,1,1,0,0,2,0,0,1,0,27,0,0,1,0,1,0,2,0,0,1,0,1,1,1
137,0,1,0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,766,0,0,1,0,0,0,0,1,0,0,4,1,1,1,0,0,3,1,0,0,0,66,0,0,1,0,1,0,1,0,1,0,0,1,1,0
138,0,1,0,0,15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2728,0,0,0,0,1,0,0,0,1,0,4,1,1,0,0,1,2,1,0,0,0,35,1,0,0,0,1,0,3,0,0,1,0,1,1,1
139,0,0,1,0,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1881,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,2,0,0,1,0,44,0,0,1,1,0,0,1,0,1,0,0,1,1,1
140,0,0,1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,709,0,0,0,1,0,0,1,0,0,0,2,1,0,1,0,0,2,1,0,0,0,27,0,0,1,0,1,0,1,1,0,0,0,1,0,1
141,0,1,0,0,36,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4795,1,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,0,0,1,30,0,0,1,0,1,0,1,0,0,0,1,1,1,1
142,1,0,0,0,27,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3416,1,0,0,0,0,0,0,1,0,0,3,1,1,1,0,0,2,0,0,1,0,27,0,0,1,0,1,0,1,0,0,0,1,1,1,1
143,1,0,0,0,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2462,1,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,2,0,0,1,0,22,0,0,1,0,1,0,1,0,0,1,0,1,1,0
144,0,0,0,1,21,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2288,1,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,4,0,1,0,0,23,0,0,1,0,1,0,1,0,0,1,0,1,1,1
145,0,1,0,0,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3566,0,1,0,0,0,0,0,0,1,0,4,1,1,1,0,0,2,0,0,1,0,30,0,0,1,0,1,0,1,0,0,1,0,1,1,1
146,1,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,860,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4,0,0,0,1,39,0,0,1,0,1,0,2,0,0,1,0,1,1,1
147,0,0,0,1,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,682,0,1,0,0,0,0,0,0,1,0,4,0,0,1,0,0,3,0,0,1,0,51,0,0,1,0,1,0,2,0,0,1,0,1,1,1
148,1,0,0,0,36,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5371,1,0,0,0,0,0,0,1,0,0,3,1,1,0,0,1,2,0,1,0,0,28,0,0,1,0,1,0,2,0,0,1,0,1,1,1
149,0,0,0,1,18,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1582,0,0,0,1,0,0,0,0,0,1,4,1,1,1,0,0,4,0,0,1,0,46,0,0,1,0,1,0,2,0,0,1,0,1,1,1
150,0,0,0,1,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1346,0,1,0,0,0,0,0,0,0,1,2,1,1,1,0,0,4,0,0,0,1,42,1,0,0,0,0,1,1,0,0,1,0,2,1,1
151,0,0,0,1,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1924,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,4,0,1,0,0,38,0,0,1,0,1,0,1,0,0,1,0,1,0,1
152,0,0,1,0,36,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5848,1,0,0,0,0,0,0,1,0,0,4,1,1,1,0,0,1,0,0,1,0,24,0,0,1,0,1,0,1,0,0,1,0,1,1,1
153,0,1,0,0,24,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7758,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,4,0,0,0,1,29,0,0,1,1,0,0,1,0,0,1,0,1,1,1
154,0,1,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6967,0,1,0,0,0,0,0,0,1,0,4,1,1,1,0,0,4,0,0,1,0,36,0,0,1,1,0,0,1,0,0,0,1,1,1,1
155,1,0,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1282,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,4,0,0,1,0,20,0,0,1,1,0,0,1,0,0,1,0,1,1,0
156,1,0,0,0,9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1288,0,1,0,0,0,0,0,0,0,1,3,1,1,0,0,1,4,1,0,0,0,48,0,0,1,0,1,0,2,0,0,1,0,2,0,1
157,1,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,339,1,0,0,0,0,0,0,0,0,1,4,1,0,1,0,0,1,0,0,1,0,45,1,0,0,0,1,0,1,0,1,0,0,1,1,1
158,0,1,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3512,0,1,0,0,0,0,0,0,1,0,2,1,1,1,0,0,3,0,0,1,0,38,1,0,0,0,1,0,2,0,0,1,0,1,1,1
159,0,0,0,1,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1898,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,2,1,0,0,0,34,0,0,1,0,1,0,2,0,1,0,0,2,1,1
160,0,0,0,1,24,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2872,0,1,0,0,0,0,0,0,0,1,3,1,1,1,0,0,4,1,0,0,0,36,0,0,1,0,1,0,1,0,0,1,0,2,1,1
161,0,0,0,1,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1055,1,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,1,0,0,30,0,0,1,0,1,0,2,0,0,1,0,1,1,1
162,0,0,0,1,15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1262,0,0,1,0,0,0,0,0,1,0,4,1,1,1,0,0,3,0,1,0,0,36,0,0,1,0,1,0,2,0,0,1,0,1,1,1
163,0,1,0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7308,1,0,0,0,0,1,0,0,0,0,2,1,1,1,0,0,4,0,0,0,1,70,1,0,0,0,0,1,1,0,0,0,1,1,1,1
164,0,0,0,1,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,909,0,0,1,0,0,0,0,0,0,1,4,1,1,1,0,0,4,0,1,0,0,36,0,0,1,0,1,0,1,0,0,1,0,1,1,1
165,0,0,0,1,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2978,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,2,0,0,1,0,32,0,0,1,0,1,0,1,0,0,1,0,1,1,1
166,1,0,0,0,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1131,1,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,2,0,0,1,0,33,0,0,1,0,1,0,1,0,0,1,0,1,1,0
167,0,1,0,0,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1577,0,0,0,1,0,0,1,0,0,0,4,0,0,1,0,0,1,1,0,0,0,20,0,0,1,0,1,0,1,0,0,1,0,1,1,1
168,0,0,0,1,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3972,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,4,0,1,0,0,25,0,0,1,1,0,0,1,0,0,1,0,1,1,1
169,0,1,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1935,1,0,0,0,0,0,0,0,0,1,4,1,0,1,0,0,4,1,0,0,0,31,0,0,1,0,1,0,2,0,0,1,0,1,1,0
170,1,0,0,0,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,950,1,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,3,0,0,1,0,33,0,0,1,1,0,0,2,0,0,1,0,2,1,0
171,0,0,0,1,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,763,1,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,1,1,0,0,0,26,0,0,1,0,1,0,1,0,0,1,0,1,1,1
172,0,1,0,0,24,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2064,1,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,2,0,1,0,0,34,0,0,1,0,1,0,1,0,0,0,1,1,1,0
173,0,1,0,0,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1414,1,0,0,0,0,0,0,1,0,0,4,1,1,0,0,1,2,1,0,0,0,33,0,0,1,0,1,0,1,0,0,1,0,1,0,1
174,1,0,0,0,21,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3414,1,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,0,0,26,0,0,1,0,1,0,2,0,0,1,0,1,1,0
175,0,0,0,1,30,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7485,0,0,0,0,1,1,0,0,0,0,4,0,0,1,0,0,1,1,0,0,0,53,1,0,0,0,1,0,1,0,0,0,1,1,1,0
176,1,0,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2577,1,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,1,0,0,1,0,42,0,0,1,0,1,0,1,0,0,1,0,1,1,1
177,1,0,0,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,338,0,0,1,0,0,0,0,0,0,1,4,1,1,1,0,0,4,0,0,1,0,52,0,0,1,0,1,0,2,0,0,1,0,1,1,1
178,0,0,0,1,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1963,1,0,0,0,0,0,0,0,1,0,4,1,1,1,0,0,2,0,0,1,0,31,0,0,1,1,0,0,2,0,0,0,1,2,1,1
179,1,0,0,0,21,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,571,1,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,4,1,0,0,0,65,0,0,1,0,1,0,2,0,0,1,0,1,1,1
180,0,0,0,1,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9572,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,28,0,0,1,0,1,0,2,0,0,1,0,1,1,0
181,0,1,0,0,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4455,1,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,2,1,0,0,0,30,0,1,0,0,1,0,2,0,0,0,1,1,1,0
182,1,0,0,0,21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1647,0,0,0,0,1,0,0,1,0,0,4,1,1,1,0,0,2,0,1,0,0,40,0,0,1,0,1,0,2,0,1,0,0,2,1,0
183,0,0,0,1,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3777,0,0,0,1,0,0,0,1,0,0,4,1,1,1,0,0,4,1,0,0,0,50,0,0,1,0,1,0,1,0,0,1,0,1,1,1
184,0,1,0,0,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,884,1,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,4,0,0,1,0,36,1,0,0,0,1,0,1,0,0,1,0,2,1,0
185,0,0,0,1,15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1360,1,0,0,0,0,0,0,1,0,0,4,1,1,1,0,0,2,0,1,0,0,31,0,0,1,0,1,0,2,0,0,1,0,1,1,1
186,0,1,0,0,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5129,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,4,0,0,0,1,74,1,0,0,0,0,1,1,0,0,0,1,2,1,0
187,0,1,0,0,16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1175,1,0,0,0,0,1,0,0,0,0,2,1,1,1,0,0,3,0,0,1,0,68,0,0,1,0,0,1,3,1,0,0,0,1,1,1
188,1,0,0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,674,0,1,0,0,0,0,0,0,1,0,4,1,0,1,0,0,1,0,1,0,0,20,0,0,1,0,1,0,1,0,0,1,0,1,1,0
189,0,1,0,0,18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3244,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4,0,0,1,0,33,1,0,0,0,1,0,2,0,0,1,0,1,1,1
190,0,0,0,1,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4591,0,0,0,1,0,0,0,1,0,0,2,1,1,1,0,0,3,0,1,0,0,54,0,0,1,0,1,0,3,0,0,0,1,1,1,0
191,0,1,0,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3844,0,1,0,0,0,0,0,0,1,0,4,1,1,1,0,0,4,0,0,0,1,34,0,0,1,0,0,1,1,0,1,0,0,2,1,0
192,0,1,0,0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3915,1,0,0,0,0,0,0,1,0,0,4,1,1,1,0,0,2,0,0,1,0,36,0,0,1,0,1,0,1,0,0,1,0,2,1,0
193,0,0,0,1,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2108,1,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,2,1,0,0,0,29,0,0,1,1,0,0,1,0,0,1,0,1,1,1
194,0,1,0,0,45,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3031,0,1,0,0,0,0,0,1,0,0,4,1,1,0,0,1,4,0,1,0,0,21,0,0,1,1,0,0,1,0,0,1,0,1,1,0
195,0,1,0,0,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1501,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,3,0,0,1,0,34,0,0,1,0,1,0,2,0,0,0,1,1,1,0
196,0,0,0,1,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1382,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,28,0,0,1,0,1,0,2,0,0,1,0,1,1,1
197,0,1,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,951,0,1,0,0,0,0,1,0,0,0,4,0,0,1,0,0,4,0,0,1,0,27,1,0,0,1,0,0,4,0,0,1,0,1,1,0
198,0,1,0,0,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2760,0,0,0,0,1,0,0,0,0,1,4,1,1,1,0,0,4,0,0,0,1,36,1,0,0,0,0,1,1,0,0,1,0,1,1,1
199,0,1,0,0,18,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4297,1,0,0,0,0,0,0,0,0,1,4,1,0,1,0,0,3,0,0,0,1,40,0,0,1,0,1,0,1,0,0,0,1,1,1,0
200,0,0,0,1,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,936,0,0,1,0,0,0,0,0,0,1,4,1,1,1,0,0,2,0,0,1,0,52,0,0,1,0,1,0,2,0,0,1,0,1,1,1
201,1,0,0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1168,1,0,0,0,0,0,0,1,0,0,4,1,0,1,0,0,3,1,0,0,0,27,0,0,1,0,1,0,1,0,1,0,0,1,1,1
202,0,0,0,1,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5117,1,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,4,0,0,1,0,26,0,0,1,0,1,0,2,0,0,1,0,1,1,1
203,1,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,902,1,0,0,0,0,0,0,0,1,0,4,1,0,1,0,0,4,0,1,0,0,21,0,0,1,1,0,0,1,0,0,1,0,1,1,0
204,0,0,0,1,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1495,1,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,1,1,0,0,0,38,0,0,1,0,1,0,2,0,1,0,0,2,1,1
205,1,0,0,0,30,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,10623,1,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,4,0,0,0,1,38,0,0,1,0,0,1,3,0,0,0,1,2,1,1
206,0,0,0,1,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1935,1,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,4,1,0,0,0,43,0,0,1,0,1,0,3,0,0,1,0,1,1,1
207,0,1,0,0,12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1424,1,0,0,0,0,0,0,0,1,0,4,1,1,1,0,0,3,0,1,0,0,26,0,0,1,0,1,0,1,0,0,1,0,1,1,1
208,1,0,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6568,1,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,2,0,0,1,0,21,0,1,0,0,1,0,1,0,1,0,0,1,1,1
209,0,0,0,1,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1413,0,0,0,1,0,0,0,0,1,0,3,1,1,1,0,0,2,0,1,0,0,55,0,0,1,0,1,0,1,0,0,1,0,1,0,1
210,0,0,0,1,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3074,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,2,1,0,0,0,33,0,0,1,0,1,0,2,0,0,1,0,2,1,1
211,0,0,0,1,36,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3835,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,4,1,0,0,0,45,0,0,1,0,1,0,1,0,1,0,0,1,1,1
212,1,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5293,1,0,0,0,0,1,0,0,0,0,2,1,1,1,0,0,4,0,1,0,0,50,0,1,0,0,1,0,2,0,0,1,0,1,1,0
213,0,0,1,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1908,1,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,4,1,0,0,0,66,0,0,1,0,1,0,1,0,0,0,1,1,1,0
214,0,0,0,1,36,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3342,0,0,0,0,1,0,0,0,0,1,4,1,1,1,0,0,2,0,0,1,0,51,0,0,1,0,1,0,1,0,0,1,0,1,1,1
215,0,1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,932,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,3,0,1,0,0,39,0,0,1,0,1,0,2,0,1,0,0,1,1,1
216,1,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3104,1,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,1,0,1,0,0,31,1,0,0,0,1,0,1,0,0,1,0,1,1,1
